,pdbid,real,prediction
0,1a30,4.3,5.730879306793213
1,1bcu,3.28,4.691144943237305
2,1bzc,4.92,5.715591907501221
3,1c5z,4.01,3.7750394344329834
4,1e66,9.89,8.829856872558594
5,1eby,9.7,7.587555408477783
6,1g2k,7.96,9.249128341674805
7,1gpk,5.37,7.8507771492004395
8,1gpn,6.48,7.7501044273376465
9,1h22,9.1,8.490503311157227
10,1h23,8.35,8.388898849487305
11,1k1i,6.58,7.759191036224365
12,1lpg,7.09,7.458383083343506
13,1mq6,11.15,8.170052528381348
14,1nc1,6.12,8.660233497619629
15,1nc3,5.0,6.399697780609131
16,1nvq,8.25,7.45995569229126
17,1o0h,5.92,5.348477840423584
18,1o3f,7.96,6.7876129150390625
19,1o5b,5.77,5.40374231338501
20,1owh,7.4,6.554723739624023
21,1oyt,7.24,6.83799934387207
22,1p1n,6.8,6.652448654174805
23,1p1q,4.89,6.654572010040283
24,1ps3,2.28,4.261968612670898
25,1pxn,7.15,6.233526229858398
26,1q8t,4.76,5.62084436416626
27,1q8u,5.96,6.867281913757324
28,1qf1,7.32,7.835676670074463
29,1qkt,9.04,8.725004196166992
30,1r5y,6.46,4.695398330688477
31,1s38,5.15,4.883467674255371
32,1sqa,9.21,6.460240364074707
33,1syi,5.44,6.702058792114258
34,1u1b,7.8,7.38219690322876
35,1uto,2.27,3.7719204425811768
36,1vso,4.72,5.684192180633545
37,1w4o,5.22,4.476403713226318
38,1y6r,10.11,9.067523002624512
39,1yc1,6.17,6.336733341217041
40,1ydr,5.52,6.216126441955566
41,1ydt,7.32,6.4937238693237305
42,1z6e,9.72,8.23466968536377
43,1z95,7.12,7.1779375076293945
44,1z9g,5.64,6.402783393859863
45,2al5,8.4,6.3202009201049805
46,2br1,5.14,6.993673324584961
47,2brb,4.86,6.354358673095703
48,2c3i,7.6,7.543105125427246
49,2cbv,5.48,5.76151704788208
50,2cet,8.02,6.949724197387695
51,2fvd,8.52,7.597893238067627
52,2fxs,6.06,4.938157558441162
53,2hb1,3.8,4.24940299987793
54,2iwx,6.68,6.7544097900390625
55,2j78,6.42,5.2591705322265625
56,2j7h,7.19,7.132378101348877
57,2p15,10.3,10.416366577148438
58,2p4y,9.0,7.2707648277282715
59,2pog,9.54,7.340982437133789
60,2qbp,8.4,6.228044033050537
61,2qbq,7.44,7.017863750457764
62,2qbr,6.33,5.0579094886779785
63,2qe4,7.96,6.774893283843994
64,2qnq,6.11,7.719019412994385
65,2r9w,5.1,6.551758766174316
66,2v00,3.66,4.573668956756592
67,2v7a,8.3,7.439360618591309
68,2vkm,8.74,8.059703826904297
69,2vvn,7.3,5.837466716766357
70,2vw5,8.52,4.968940258026123
71,2w4x,4.85,4.576436519622803
72,2w66,4.05,5.375227928161621
73,2wbg,4.45,6.3550286293029785
74,2wca,5.6,5.782192230224609
75,2weg,6.5,6.828972816467285
76,2wer,7.05,6.471934795379639
77,2wn9,8.52,5.767136573791504
78,2wnc,6.32,7.102184772491455
