,pdbid,real,prediction
0,1a30,4.3,5.73331880569458
1,1bcu,3.28,5.357189178466797
2,1bzc,4.92,5.864279270172119
3,1c5z,4.01,3.395582437515259
4,1e66,9.89,8.432830810546875
5,1eby,9.7,8.264473915100098
6,1g2k,7.96,9.333684921264648
7,1gpk,5.37,8.231974601745605
8,1gpn,6.48,7.404739856719971
9,1h22,9.1,9.688375473022461
10,1h23,8.35,10.061756134033203
11,1k1i,6.58,7.1974005699157715
12,1lpg,7.09,7.032426834106445
13,1mq6,11.15,7.5110273361206055
14,1nc1,6.12,6.675928592681885
15,1nc3,5.0,6.357057094573975
16,1nvq,8.25,5.737093925476074
17,1o0h,5.92,5.300537586212158
18,1o3f,7.96,6.775765419006348
19,1o5b,5.77,6.167324542999268
20,1owh,7.4,6.168393135070801
21,1oyt,7.24,6.5090413093566895
22,1p1n,6.8,6.318868160247803
23,1p1q,4.89,6.352175712585449
24,1ps3,2.28,4.862287521362305
25,1pxn,7.15,5.977880477905273
26,1q8t,4.76,5.21257209777832
27,1q8u,5.96,6.437312602996826
28,1qf1,7.32,7.567613124847412
29,1qkt,9.04,7.810441970825195
30,1r5y,6.46,4.657118797302246
31,1s38,5.15,4.67219352722168
32,1sqa,9.21,6.1716179847717285
33,1syi,5.44,6.02749490737915
34,1u1b,7.8,5.8046441078186035
35,1uto,2.27,3.8146657943725586
36,1vso,4.72,5.843721389770508
37,1w4o,5.22,4.778522491455078
38,1y6r,10.11,7.65889835357666
39,1yc1,6.17,6.044168472290039
40,1ydr,5.52,6.066872596740723
41,1ydt,7.32,6.591814994812012
42,1z6e,9.72,8.854911804199219
43,1z95,7.12,7.817216873168945
44,1z9g,5.64,6.567049503326416
45,2al5,8.4,7.09760856628418
46,2br1,5.14,7.263453006744385
47,2brb,4.86,6.168155670166016
48,2c3i,7.6,6.89222526550293
49,2cbv,5.48,4.850724220275879
50,2cet,8.02,5.632702350616455
51,2fvd,8.52,7.504737854003906
52,2fxs,6.06,5.56402063369751
53,2hb1,3.8,4.84063720703125
54,2iwx,6.68,6.597365856170654
