pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.054634094238281, 4.998302936553955, 5.503492832183838, 5.771926403045654, 5.284152030944824, 5.0620598793029785, 5.082650661468506, 5.654298782348633, 5.552589416503906, 5.1050944328308105]",5.31
1qkt,9.04,"[7.414707660675049, 7.440090656280518, 7.41325569152832, 7.405722141265869, 7.40146541595459, 7.388386249542236, 7.42276668548584, 7.428339958190918, 7.437668323516846, 7.384286403656006]",7.41
1syi,5.44,"[6.56799840927124, 6.517847061157227, 6.556973934173584, 6.550910949707031, 6.5510454177856445, 6.533110618591309, 6.574648857116699, 6.6866278648376465, 6.718010425567627, 6.5750885009765625]",6.58
1y6r,10.11,"[7.324309825897217, 7.308561325073242, 7.275393009185791, 7.263717174530029, 7.248560905456543, 7.2972941398620605, 7.266927719116211, 7.262937068939209, 7.272137641906738, 7.283101558685303]",7.28
1yc1,6.17,"[7.416925430297852, 7.408310890197754, 7.388144493103027, 7.398462772369385, 7.381224632263184, 7.385190963745117, 7.4022722244262695, 7.431001663208008, 7.402007102966309, 7.364543914794922]",7.4
2v00,3.66,"[5.017068862915039, 5.079415798187256, 5.263455867767334, 5.339087963104248, 5.161179065704346, 5.206476211547852, 5.201985836029053, 4.767951488494873, 4.776075839996338, 5.125539779663086]",5.09
2vw5,8.52,"[7.4468536376953125, 7.395214557647705, 7.400882244110107, 7.419691562652588, 7.405242919921875, 7.455223083496094, 7.455204486846924, 7.441503047943115, 7.408077239990234, 7.479602813720703]",7.43
2wer,7.05,"[6.9972453117370605, 7.067134380340576, 7.05455207824707, 7.040057182312012, 6.9451117515563965, 7.043018817901611, 6.907067775726318, 6.987274646759033, 7.095217227935791, 7.013019561767578]",7.01
2wnc,6.32,"[6.601238250732422, 6.691487789154053, 6.636298656463623, 6.636044502258301, 6.588681221008301, 6.558640956878662, 6.56719446182251, 6.56220817565918, 6.563187122344971, 6.535998344421387]",6.59
2wvt,6.12,"[5.775863170623779, 5.590038776397705, 5.75684928894043, 5.686695098876953, 5.9610915184021, 5.708131313323975, 5.574591636657715, 5.720155715942383, 6.045259475708008, 5.602850437164307]",5.74
2x00,11.33,"[7.469151496887207, 7.379760265350342, 7.414577960968018, 7.423068046569824, 7.413338661193848, 7.420692443847656, 7.41010856628418, 7.378591060638428, 7.380409240722656, 7.454298496246338]",7.41
2xb8,7.59,"[7.194615364074707, 7.137277126312256, 7.1106672286987305, 7.0918803215026855, 7.046582221984863, 7.123565196990967, 7.131053447723389, 7.084381580352783, 7.070279598236084, 7.16765022277832]",7.12
2xdl,3.1,"[6.478343486785889, 6.470143795013428, 6.513577461242676, 6.573312282562256, 6.56866455078125, 6.417746067047119, 6.390752792358398, 6.422096252441406, 6.477380275726318, 6.622798442840576]",6.49
2xii,7.2,"[6.8201704025268555, 6.892667293548584, 6.827518463134766, 6.795830726623535, 6.903952121734619, 7.005663871765137, 6.827977180480957, 6.910950183868408, 6.873073577880859, 7.031092643737793]",6.89
2yki,9.46,"[7.591693878173828, 7.5773444175720215, 7.588087558746338, 7.57160758972168, 7.589001655578613, 7.581447124481201, 7.581418514251709, 7.577871322631836, 7.552700042724609, 7.573138236999512]",7.58
2ymd,3.16,"[6.329267978668213, 6.439356327056885, 6.384434700012207, 6.518659591674805, 6.444849014282227, 6.381337642669678, 6.426067352294922, 6.467233657836914, 6.431985378265381, 6.5117692947387695]",6.43
3aru,3.22,"[5.46373987197876, 4.895248889923096, 5.442781448364258, 5.365664958953857, 5.110043048858643, 5.068863868713379, 5.194305896759033, 4.9417572021484375, 5.346659183502197, 5.392858028411865]",5.22
3ary,6.0,"[5.208881855010986, 4.801483631134033, 4.888769626617432, 4.996184349060059, 5.284646511077881, 4.796116352081299, 4.842151641845703, 5.078300476074219, 4.882174491882324, 5.2131266593933105]",5.0
3b27,5.16,"[6.934654235839844, 7.003668785095215, 6.889328479766846, 6.869778633117676, 6.835977554321289, 6.9945831298828125, 6.906807899475098, 6.8240251541137695, 6.920923709869385, 6.8842854499816895]",6.91
3b5r,8.77,"[7.536614418029785, 7.549407482147217, 7.533076286315918, 7.563793659210205, 7.561840534210205, 7.558694839477539, 7.559174060821533, 7.563490390777588, 7.557806015014648, 7.556243419647217]",7.55
