pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.909318923950195, 4.775897979736328, 4.835567474365234, 5.098538875579834, 4.849405765533447, 4.840007781982422, 4.778746128082275, 5.055069923400879, 4.997170925140381, 4.726874351501465]",4.89
1qkt,9.04,"[7.512484073638916, 7.512533187866211, 7.5124969482421875, 7.51236629486084, 7.512491226196289, 7.512282371520996, 7.512546539306641, 7.512481689453125, 7.512469291687012, 7.512213706970215]",7.51
1syi,5.44,"[5.838964462280273, 6.063259124755859, 6.406508922576904, 5.989835739135742, 6.089115619659424, 6.219820499420166, 5.913015365600586, 6.077352046966553, 6.1702656745910645, 5.849115371704102]",6.06
1y6r,10.11,"[7.511016845703125, 7.509983539581299, 7.510361671447754, 7.511410713195801, 7.510791778564453, 7.511076927185059, 7.509462833404541, 7.5113983154296875, 7.512060165405273, 7.5112762451171875]",7.51
1yc1,6.17,"[7.486331462860107, 7.509372234344482, 7.5112690925598145, 7.511831283569336, 7.50694465637207, 7.480533599853516, 7.511019706726074, 7.511584758758545, 7.509325981140137, 7.509471893310547]",7.5
2v00,3.66,"[4.9582366943359375, 5.20989465713501, 5.07553243637085, 4.9705810546875, 4.997873306274414, 5.130452632904053, 4.848641395568848, 4.900189399719238, 4.956162452697754, 4.97320556640625]",5.0
2vw5,8.52,"[7.512561321258545, 7.512557029724121, 7.512556552886963, 7.5125579833984375, 7.5125532150268555, 7.512560844421387, 7.512561798095703, 7.512551784515381, 7.512546062469482, 7.5125579833984375]",7.51
2wer,7.05,"[7.321561813354492, 7.392629623413086, 7.0684309005737305, 7.392719268798828, 7.420408725738525, 7.126972198486328, 7.021809101104736, 7.468716144561768, 7.391728401184082, 7.484442710876465]",7.31
2wnc,6.32,"[7.410951614379883, 7.345616817474365, 7.404969215393066, 7.377738952636719, 7.441166877746582, 7.129418849945068, 7.336735725402832, 7.178319931030273, 7.3209967613220215, 7.37786865234375]",7.33
2wvt,6.12,"[5.756662845611572, 5.540587425231934, 5.5990471839904785, 5.607283115386963, 5.617835521697998, 5.494604587554932, 5.448117256164551, 5.56848669052124, 5.643033504486084, 5.5286545753479]",5.58
2x00,11.33,"[7.512563705444336, 7.512561798095703, 7.512565612792969, 7.5125651359558105, 7.5125651359558105, 7.5125627517700195, 7.5125627517700195, 7.512559413909912, 7.512562274932861, 7.5125651359558105]",7.51
2xb8,7.59,"[7.438499450683594, 7.22922420501709, 7.336215972900391, 7.262956619262695, 7.080660820007324, 7.018962383270264, 7.40277624130249, 6.960098743438721, 7.047958850860596, 7.440306186676025]",7.22
2xdl,3.1,"[5.73765754699707, 5.673495292663574, 5.6933088302612305, 5.854783535003662, 5.806596279144287, 5.672782897949219, 5.583796977996826, 5.62567138671875, 5.637032508850098, 5.700753211975098]",5.7
