pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.191329479217529, 5.1421427726745605, 5.500383377075195, 5.715817451477051, 5.5437703132629395, 5.280629634857178, 5.264198303222656, 5.7527570724487305, 5.573973178863525, 5.318450927734375]",5.43
1qkt,9.04,"[7.649324893951416, 7.646297454833984, 7.661190986633301, 7.654438018798828, 7.706747531890869, 7.617599964141846, 7.654697418212891, 7.707037925720215, 7.675766944885254, 7.6501145362854]",7.66
1syi,5.44,"[6.479917526245117, 6.167817115783691, 6.182480335235596, 6.382389068603516, 6.402444839477539, 6.405318260192871, 6.285585403442383, 6.532947540283203, 6.651198863983154, 6.4125590324401855]",6.39
1y6r,10.11,"[7.598738670349121, 7.6307806968688965, 7.6006178855896, 7.637197494506836, 7.627371788024902, 7.648685932159424, 7.6271653175354, 7.644309997558594, 7.619239807128906, 7.579290390014648]",7.62
1yc1,6.17,"[7.591622352600098, 7.61940860748291, 7.604169845581055, 7.5774030685424805, 7.654351711273193, 7.585657119750977, 7.634217262268066, 7.544851779937744, 7.584141731262207, 7.588435173034668]",7.6
2v00,3.66,"[5.195017337799072, 5.221735000610352, 5.5501532554626465, 5.222184658050537, 5.217324733734131, 5.204370021820068, 5.1784138679504395, 5.128103733062744, 5.048814296722412, 4.959023952484131]",5.19
2vw5,8.52,"[7.629640102386475, 7.656304359436035, 7.677267551422119, 7.633897304534912, 7.712418556213379, 7.618582725524902, 7.674253463745117, 7.673270225524902, 7.617411136627197, 7.653446674346924]",7.65
2wer,7.05,"[7.182133674621582, 7.252004146575928, 7.2908172607421875, 7.22537899017334, 7.199216842651367, 7.286046028137207, 7.153796672821045, 7.316870212554932, 7.248744487762451, 7.330138206481934]",7.25
2wnc,6.32,"[7.1197614669799805, 7.14619779586792, 7.031590461730957, 7.0052924156188965, 7.080391883850098, 7.174770355224609, 7.111021518707275, 7.077457904815674, 7.112742900848389, 6.971656799316406]",7.08
2wvt,6.12,"[6.175662994384766, 6.229717254638672, 6.244700908660889, 6.2338151931762695, 6.310620307922363, 5.98781156539917, 5.984883785247803, 6.205332279205322, 6.171854019165039, 6.04091215133667]",6.16
2x00,11.33,"[7.752543926239014, 7.7577033042907715, 7.7549567222595215, 7.751576900482178, 7.749381065368652, 7.756495475769043, 7.747941493988037, 7.706053733825684, 7.733597755432129, 7.760739326477051]",7.75
2xb8,7.59,"[7.509770393371582, 7.461113452911377, 7.435024261474609, 7.433379650115967, 7.432008266448975, 7.416274070739746, 7.508644104003906, 7.442201137542725, 7.402873992919922, 7.486199855804443]",7.45
2xdl,3.1,"[6.503952980041504, 6.587189674377441, 6.58424186706543, 6.480139255523682, 6.668102264404297, 6.607950687408447, 6.57223653793335, 6.670262813568115, 6.681478977203369, 6.597822666168213]",6.6
