pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.338991641998291, 4.952154159545898, 5.5777716636657715, 5.681652545928955, 5.392655849456787, 5.555191516876221, 5.410128593444824, 5.4353766441345215, 5.435614109039307, 5.551367282867432]",5.43
1qkt,9.04,"[6.800551414489746, 6.646839618682861, 6.8219194412231445, 6.690225601196289, 6.749660015106201, 6.43523645401001, 6.816401958465576, 6.7609148025512695, 7.040395736694336, 6.606991767883301]",6.74
1syi,5.44,"[5.747766971588135, 5.457598686218262, 5.534092426300049, 5.361484050750732, 5.396843910217285, 5.8173370361328125, 5.675724029541016, 5.683061599731445, 5.669146537780762, 5.422451972961426]",5.58
1y6r,10.11,"[7.817431449890137, 7.84904670715332, 7.7812042236328125, 7.887094974517822, 7.866640090942383, 7.851962089538574, 7.871415138244629, 7.891061305999756, 7.89924955368042, 7.845636367797852]",7.86
1yc1,6.17,"[7.462699890136719, 7.27263879776001, 7.011047840118408, 7.181212902069092, 7.119250774383545, 7.232571601867676, 7.0797858238220215, 7.2295098304748535, 6.957698822021484, 7.2013654708862305]",7.17
2v00,3.66,"[3.9509990215301514, 3.9090538024902344, 4.066751956939697, 4.206673622131348, 4.117332935333252, 4.07584285736084, 4.026920795440674, 3.9754798412323, 4.049574851989746, 3.97692608833313]",4.04
2vw5,8.52,"[7.863348960876465, 7.8160624504089355, 7.55937385559082, 7.888472080230713, 7.680259704589844, 7.890964984893799, 7.834112644195557, 7.871143341064453, 7.878323554992676, 7.878570556640625]",7.82
2wer,7.05,"[7.3685479164123535, 7.297415733337402, 7.483306407928467, 7.406704902648926, 7.463985443115234, 7.429840087890625, 7.371385097503662, 7.384557247161865, 7.439389705657959, 7.193416118621826]",7.38
2wnc,6.32,"[6.961763858795166, 6.968658924102783, 7.021340847015381, 7.017122745513916, 7.022886753082275, 7.008363246917725, 6.918920993804932, 6.740293502807617, 6.895713806152344, 7.03045129776001]",6.96
2wvt,6.12,"[6.7417802810668945, 6.653624057769775, 6.500696182250977, 6.705262184143066, 6.737493515014648, 6.6687116622924805, 6.742036819458008, 6.72361946105957, 6.630974769592285, 6.48508358001709]",6.66
2x00,11.33,"[8.018811225891113, 7.9708709716796875, 8.035767555236816, 7.881961822509766, 8.047104835510254, 7.985309600830078, 7.999670505523682, 8.011863708496094, 7.98794412612915, 7.959709167480469]",7.99
2xb8,7.59,"[7.610709190368652, 7.5457987785339355, 7.648053169250488, 7.44386100769043, 7.495909690856934, 7.400362014770508, 7.475217819213867, 7.586125373840332, 7.462907314300537, 7.501825332641602]",7.52
