pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.939583778381348, 4.974867820739746, 5.058923721313477, 5.319465637207031, 5.095664024353027, 5.119773864746094, 4.979456901550293, 5.356894493103027, 5.21463680267334, 5.015432357788086]",5.11
1qkt,9.04,"[7.616633415222168, 7.653372764587402, 7.665098190307617, 7.580813407897949, 7.634212493896484, 7.6237945556640625, 7.683798789978027, 7.633191108703613, 7.65004825592041, 7.566923141479492]",7.63
1syi,5.44,"[6.079132080078125, 6.048235893249512, 6.186041831970215, 5.848954200744629, 6.113069534301758, 6.245256423950195, 6.175717353820801, 6.294442176818848, 6.399587631225586, 6.14288330078125]",6.15
1y6r,10.11,"[7.467334747314453, 7.456085205078125, 7.451495170593262, 7.451587677001953, 7.459659576416016, 7.452788352966309, 7.46086311340332, 7.413786888122559, 7.428808212280273, 7.447430610656738]",7.45
1yc1,6.17,"[7.57901668548584, 7.563052177429199, 7.574585914611816, 7.55545711517334, 7.592689514160156, 7.591129302978516, 7.535727500915527, 7.616657257080078, 7.578625679016113, 7.458406448364258]",7.56
2v00,3.66,"[5.6365766525268555, 5.726197242736816, 5.63362979888916, 5.321734428405762, 5.277639389038086, 5.491752624511719, 5.4874725341796875, 5.385697364807129, 5.520229339599609, 5.650137901306152]",5.51
2vw5,8.52,"[7.747750282287598, 7.7522077560424805, 7.795577049255371, 7.754280090332031, 7.761834144592285, 7.801302909851074, 7.7968339920043945, 7.729494094848633, 7.759195327758789, 7.757122039794922]",7.77
2wer,7.05,"[7.1624908447265625, 7.181496620178223, 7.2612457275390625, 7.160955429077148, 7.137346267700195, 7.210929870605469, 7.007122039794922, 7.185927391052246, 7.126358985900879, 7.145906448364258]",7.16
2wnc,6.32,"[6.894432067871094, 6.909261703491211, 6.836286544799805, 6.996726989746094, 7.00141716003418, 6.996057510375977, 6.954545021057129, 6.752754211425781, 6.89008903503418, 6.949997901916504]",6.92
2wvt,6.12,"[5.828873634338379, 5.639487266540527, 5.824601173400879, 5.728748321533203, 5.951300621032715, 5.520837783813477, 5.536652565002441, 5.739309310913086, 5.930846214294434, 5.535886764526367]",5.72
2x00,11.33,"[7.844995498657227, 7.738370895385742, 7.845924377441406, 7.843991279602051, 7.818943977355957, 7.775396347045898, 7.789599418640137, 7.795500755310059, 7.7500457763671875, 7.800325393676758]",7.8
2xb8,7.59,"[7.308656692504883, 7.281649589538574, 7.274293899536133, 7.170928955078125, 7.198794364929199, 7.15318489074707, 7.181761741638184, 7.275881767272949, 7.100988388061523, 7.2627153396606445]",7.22
2xdl,3.1,"[6.415890693664551, 6.243771553039551, 6.386722564697266, 6.2754926681518555, 6.4077606201171875, 6.452360153198242, 6.36836051940918, 6.378028869628906, 6.364358901977539, 6.458179473876953]",6.38
2xii,7.2,"[7.048641204833984, 6.961503982543945, 6.94789981842041, 7.002663612365723, 6.997575759887695, 7.015442848205566, 7.015125274658203, 7.03192138671875, 7.032088279724121, 7.016325950622559]",7.01
2yki,9.46,"[7.854031562805176, 7.873210906982422, 7.902019500732422, 7.908811569213867, 7.8787126541137695, 7.875399589538574, 7.834372520446777, 7.839466094970703, 7.881717681884766, 7.839201927185059]",7.87
2ymd,3.16,"[6.452672958374023, 6.657595634460449, 6.545965194702148, 6.533315658569336, 6.540518760681152, 6.590049743652344, 6.441013336181641, 6.541914939880371, 6.541053771972656, 6.544116020202637]",6.54
3aru,3.22,"[5.37125301361084, 4.835013389587402, 5.166779518127441, 5.141806602478027, 4.909018516540527, 4.973400115966797, 5.000772476196289, 4.952761650085449, 5.240606307983398, 5.033735275268555]",5.06
3ary,6.0,"[4.692500114440918, 4.73007869720459, 4.616926193237305, 4.747542381286621, 4.742815971374512, 4.752764701843262, 4.686248779296875, 4.797632217407227, 4.747551918029785, 4.777113914489746]",4.73
