pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.9905524253845215, 5.053553104400635, 5.282540321350098, 5.416644096374512, 5.118615627288818, 5.141653060913086, 5.1433258056640625, 5.201497554779053, 5.249784469604492, 5.0979905128479]",5.17
1qkt,9.04,"[7.714107513427734, 7.686650276184082, 7.611090660095215, 7.739109992980957, 7.679279327392578, 7.71681547164917, 7.623569011688232, 7.685680866241455, 7.742275238037109, 7.608097553253174]",7.68
1syi,5.44,"[5.631706714630127, 5.648386001586914, 5.77077579498291, 5.614158630371094, 5.79032039642334, 5.883124828338623, 5.822271347045898, 6.004334926605225, 6.169033527374268, 5.660332202911377]",5.8
1y6r,10.11,"[7.742049694061279, 7.76303768157959, 7.7856245040893555, 7.741854190826416, 7.78981351852417, 7.792723655700684, 7.6982502937316895, 7.795502185821533, 7.698111534118652, 7.785069942474365]",7.76
1yc1,6.17,"[7.52200984954834, 7.344939231872559, 7.440077304840088, 7.55128812789917, 7.439940929412842, 7.4482622146606445, 7.4623565673828125, 7.5036187171936035, 7.405195713043213, 7.552692413330078]",7.47
2v00,3.66,"[4.942834854125977, 4.830349445343018, 5.135855674743652, 4.787271499633789, 5.080869674682617, 4.955875396728516, 4.885928153991699, 4.874156475067139, 4.876876354217529, 4.812135219573975]",4.92
2vw5,8.52,"[7.702835559844971, 7.598574161529541, 7.715368270874023, 7.652263164520264, 7.558922290802002, 7.693385124206543, 7.6866350173950195, 7.60358190536499, 7.686890602111816, 7.709412097930908]",7.66
2wer,7.05,"[7.269006729125977, 7.027193546295166, 7.037824630737305, 7.118732929229736, 7.049105644226074, 7.297664642333984, 7.056349754333496, 7.027596950531006, 7.133528232574463, 7.1324462890625]",7.11
2wnc,6.32,"[7.015885829925537, 7.137022495269775, 7.029827117919922, 7.155323028564453, 7.209258079528809, 7.261780261993408, 6.944103240966797, 7.078670024871826, 7.0717010498046875, 7.025692939758301]",7.09
2wvt,6.12,"[6.5929179191589355, 6.2099289894104, 6.2858171463012695, 6.024804592132568, 6.412879943847656, 6.244228363037109, 6.259381294250488, 6.419323444366455, 6.582111835479736, 5.991860389709473]",6.3
2x00,11.33,"[7.890920162200928, 7.8828206062316895, 7.900428771972656, 7.872802734375, 7.891451358795166, 7.875957489013672, 7.89141845703125, 7.8035888671875, 7.846329689025879, 7.830321311950684]",7.87
2xb8,7.59,"[7.526730537414551, 7.338881492614746, 7.38070821762085, 7.526921272277832, 7.427147388458252, 7.4581756591796875, 7.325448989868164, 7.447491645812988, 7.339107990264893, 7.40779447555542]",7.42
2xdl,3.1,"[5.782395839691162, 5.696937084197998, 5.809445858001709, 5.727766036987305, 5.873361110687256, 5.850404262542725, 5.812178134918213, 5.874121189117432, 5.896777153015137, 5.881189346313477]",5.82
2xii,7.2,"[7.114453315734863, 7.402712345123291, 7.068121433258057, 7.292409420013428, 7.255813121795654, 7.470114707946777, 7.493754863739014, 7.274066925048828, 6.96628475189209, 7.569699764251709]",7.29
2yki,9.46,"[7.902095317840576, 7.8859758377075195, 7.822482109069824, 7.899104118347168, 7.859200954437256, 7.887270927429199, 7.899170398712158, 7.777606010437012, 7.811628818511963, 7.890130519866943]",7.86
2ymd,3.16,"[5.847209453582764, 5.884389877319336, 6.0973100662231445, 6.197065353393555, 5.792938232421875, 6.113773822784424, 5.791682243347168, 6.1417765617370605, 5.980192184448242, 6.15328311920166]",6.0
3aru,3.22,"[5.166665554046631, 5.053513050079346, 5.356627464294434, 5.291794776916504, 5.139274597167969, 5.292659282684326, 5.325194358825684, 5.139621257781982, 5.373423099517822, 5.322533130645752]",5.25
3ary,6.0,"[5.214816570281982, 5.383283615112305, 5.059505939483643, 5.170535564422607, 5.317552089691162, 5.143437385559082, 5.248631954193115, 5.141752243041992, 5.269017219543457, 5.3607707023620605]",5.23
3b27,5.16,"[6.615928649902344, 6.9322075843811035, 6.569616794586182, 6.504670143127441, 6.48354959487915, 6.407340049743652, 6.579517364501953, 6.554866790771484, 6.566263675689697, 6.6067118644714355]",6.58
3b5r,8.77,"[7.8192548751831055, 7.793776035308838, 7.829376220703125, 7.78287935256958, 7.748058795928955, 7.771200180053711, 7.772036075592041, 7.752098560333252, 7.7975897789001465, 7.73884916305542]",7.78
3b65,9.27,"[7.695141792297363, 7.654261589050293, 7.614752769470215, 7.627387046813965, 7.540444850921631, 7.597470760345459, 7.619905948638916, 7.565057754516602, 7.589491367340088, 7.6042399406433105]",7.61
3b68,8.4,"[7.8664374351501465, 7.882075786590576, 7.798442363739014, 7.857456207275391, 7.86484432220459, 7.842532157897949, 7.870009899139404, 7.8740644454956055, 7.7718400955200195, 7.8531880378723145]",7.85
3d4z,4.89,"[5.330667972564697, 5.27133321762085, 5.1745805740356445, 5.434927463531494, 5.463621616363525, 5.215729713439941, 5.408393383026123, 5.28341007232666, 5.415347099304199, 5.181499004364014]",5.32
3d6q,3.76,"[5.0577712059021, 4.9824934005737305, 5.136524200439453, 4.8766069412231445, 4.762552738189697, 4.784633636474609, 4.702465534210205, 4.749619007110596, 4.77903938293457, 4.83802604675293]",4.87
3dx1,3.58,"[4.714447975158691, 4.781826019287109, 4.830687522888184, 4.9188947677612305, 4.906505107879639, 4.76133394241333, 4.679795742034912, 4.771154880523682, 4.605312824249268, 4.626379013061523]",4.76
3dx2,6.82,"[6.086310863494873, 5.697332382202148, 5.980266094207764, 5.9333014488220215, 6.0192341804504395, 5.668111324310303, 5.950146675109863, 5.983043193817139, 5.67614221572876, 5.645474910736084]",5.86
3dxg,2.4,"[4.576544284820557, 4.399861812591553, 4.586658954620361, 4.53739595413208, 4.68485689163208, 4.56417179107666, 4.711945533752441, 4.542817115783691, 4.516628265380859, 4.494194507598877]",4.56
3ehy,5.85,"[6.633934020996094, 6.414719581604004, 6.450254440307617, 6.163589954376221, 6.086128234863281, 5.885428428649902, 6.4303154945373535, 6.600833892822266, 5.759573459625244, 6.352950096130371]",6.28
3ejr,8.57,"[7.413949966430664, 7.39777135848999, 7.466864585876465, 7.436029434204102, 7.391976833343506, 7.4506683349609375, 7.595958709716797, 7.57113790512085, 7.365598678588867, 7.373999118804932]",7.45
3fcq,2.77,"[5.986258029937744, 6.270628929138184, 6.014592170715332, 6.1991496086120605, 5.87131929397583, 6.1799492835998535, 6.029601097106934, 6.242990493774414, 5.9367852210998535, 6.0179853439331055]",6.07
3g0w,9.52,"[7.833620548248291, 7.8050031661987305, 7.821414470672607, 7.785436153411865, 7.815989971160889, 7.856084823608398, 7.808502674102783, 7.818112850189209, 7.855339527130127, 7.8170905113220215]",7.82
3gbb,6.9,"[5.5836944580078125, 5.904902458190918, 6.237954616546631, 5.929724216461182, 6.022151470184326, 5.731750011444092, 6.036673545837402, 5.81500768661499, 5.97788143157959, 5.601833343505859]",5.88
3gr2,2.52,"[4.8804473876953125, 4.688354969024658, 4.618937015533447, 4.745625019073486, 4.605749607086182, 4.779294490814209, 4.73213005065918, 4.627654075622559, 4.6207427978515625, 4.653497695922852]",4.7
3gv9,2.12,"[4.8058319091796875, 4.743361473083496, 4.630220890045166, 4.736645698547363, 4.634132385253906, 4.581779956817627, 4.6342854499816895, 4.67399263381958, 4.584425926208496, 4.761606216430664]",4.68
3jya,6.89,"[7.11089563369751, 7.065670490264893, 6.7888407707214355, 7.132832050323486, 7.217706680297852, 6.857305526733398, 7.144946098327637, 6.910194396972656, 7.0439910888671875, 7.106701374053955]",7.04
3lka,2.82,"[5.163579940795898, 4.9469380378723145, 4.957625389099121, 4.981156349182129, 5.1693115234375, 5.013850212097168, 5.152467250823975, 5.001580238342285, 5.011256694793701, 5.104526519775391]",5.05
3n76,6.85,"[7.197318077087402, 7.028614044189453, 7.056338310241699, 6.95005464553833, 7.0848870277404785, 7.04342794418335, 7.012564659118652, 7.198768615722656, 7.138524055480957, 7.097228527069092]",7.08
3n86,5.64,"[7.606237411499023, 7.560720443725586, 7.478213310241699, 7.49479866027832, 7.596911430358887, 7.446263790130615, 7.568593502044678, 7.630299091339111, 7.459678649902344, 7.445742607116699]",7.53
3nq9,4.03,"[4.6434807777404785, 4.692958354949951, 4.650170803070068, 4.723216533660889, 4.699822902679443, 4.663171291351318, 4.672324180603027, 4.727077007293701, 4.6588616371154785, 4.6760430335998535]",4.68
3nx7,8.1,"[6.518252849578857, 5.8331098556518555, 5.912128925323486, 5.799749374389648, 6.102706432342529, 6.311370849609375, 6.22053861618042, 5.996683120727539, 5.5038957595825195, 6.32089900970459]",6.05
3o9i,11.82,"[7.851776123046875, 7.900396823883057, 7.780486583709717, 7.896517276763916, 7.8190741539001465, 7.8865203857421875, 7.9130024909973145, 7.908076763153076, 7.8928680419921875, 7.906530380249023]",7.88
3ozs,5.33,"[7.06162166595459, 6.9852294921875, 7.4080352783203125, 6.615874290466309, 6.912001132965088, 6.593335151672363, 7.033565998077393, 6.518791675567627, 7.01481819152832, 7.166707992553711]",6.93
3ozt,4.13,"[6.368574619293213, 6.469708442687988, 6.820256233215332, 6.515782833099365, 5.811502933502197, 6.33342170715332, 6.294931888580322, 6.3496785163879395, 6.302183151245117, 6.314528942108154]",6.36
3p5o,7.26,"[7.541624069213867, 7.485265254974365, 7.402194499969482, 7.509280681610107, 7.452957630157471, 7.451959609985352, 7.551392078399658, 7.605671405792236, 7.55075216293335, 7.3054518699646]",7.49
3prs,7.82,"[7.787081241607666, 7.615930080413818, 7.794265270233154, 7.809887886047363, 7.857707977294922, 6.026992321014404, 7.179112911224365, 7.688273906707764, 7.484611511230469, 7.825430393218994]",7.51
3pww,7.32,"[7.849427700042725, 7.771162509918213, 7.818310260772705, 7.818268299102783, 7.862575054168701, 7.82579231262207, 7.836019515991211, 7.795875072479248, 7.800999641418457, 7.751331329345703]",7.81
3qqs,5.82,"[5.858864784240723, 6.186167240142822, 5.9804911613464355, 6.206129550933838, 6.031132221221924, 6.0708417892456055, 6.087872505187988, 6.114492893218994, 6.094522476196289, 5.638056755065918]",6.03
3rlr,7.52,"[7.3781657218933105, 7.643063545227051, 7.714788913726807, 7.632683753967285, 7.690829277038574, 7.737849712371826, 7.73552942276001, 7.648128032684326, 7.65800666809082, 7.708820819854736]",7.65
3tsk,7.17,"[7.726015090942383, 7.668169975280762, 7.749755382537842, 7.703564643859863, 7.784261703491211, 7.728916168212891, 7.774658203125, 7.738655090332031, 7.749759197235107, 7.717892169952393]",7.73
3twp,3.92,"[4.035211563110352, 4.025507926940918, 4.118628978729248, 4.043213844299316, 4.006935119628906, 4.070896148681641, 4.116494655609131, 4.086114883422852, 4.2020721435546875, 4.063720703125]",4.08
3u5j,5.61,"[7.204348087310791, 6.998605251312256, 7.233932971954346, 7.265552043914795, 6.980758190155029, 7.0163254737854, 6.9768195152282715, 7.370589733123779, 6.933815002441406, 6.829550266265869]",7.08
3ui7,9.0,"[7.27264404296875, 7.240978717803955, 7.237668991088867, 7.296557426452637, 7.281404972076416, 7.349117279052734, 7.465989112854004, 7.162306308746338, 7.46083927154541, 7.34276819229126]",7.31
3uo4,6.52,"[7.602457523345947, 7.669735431671143, 7.6704206466674805, 7.586830139160156, 7.784961700439453, 7.620015621185303, 7.716492652893066, 7.646923542022705, 7.6533379554748535, 7.629974365234375]",7.66
3up2,7.4,"[7.4837212562561035, 7.6870808601379395, 7.7097554206848145, 7.568909645080566, 7.547504901885986, 7.324591159820557, 7.591511249542236, 7.600433826446533, 7.619871616363525, 7.651613712310791]",7.58
3uuo,7.96,"[7.179635047912598, 7.363252639770508, 7.2778120040893555, 7.3347320556640625, 7.351735591888428, 7.311056137084961, 7.1927266120910645, 7.497642993927002, 7.379228591918945, 7.405886173248291]",7.33
3wtj,6.53,"[7.389714241027832, 7.5327324867248535, 7.4840826988220215, 7.626786231994629, 7.591856002807617, 7.499197959899902, 7.499422550201416, 7.432370185852051, 7.583176136016846, 7.490715980529785]",7.51
3wz8,5.82,"[6.033836841583252, 6.637441635131836, 6.891681671142578, 6.006969928741455, 6.492555141448975, 5.805290699005127, 7.179258346557617, 7.181211471557617, 6.274770736694336, 6.007644176483154]",6.45
4agn,3.97,"[5.58570671081543, 6.007795333862305, 5.890447616577148, 5.909053802490234, 5.818926811218262, 5.652987480163574, 5.307351589202881, 5.963883399963379, 5.501295566558838, 5.562371253967285]",5.72
4agp,4.69,"[6.464871883392334, 6.204912185668945, 6.018840789794922, 6.173757553100586, 6.512772560119629, 6.311331748962402, 6.994727611541748, 6.4550323486328125, 6.1057047843933105, 6.521566390991211]",6.38
4agq,5.01,"[6.569067001342773, 6.510599613189697, 6.461569786071777, 6.98439884185791, 6.682531833648682, 6.82536506652832, 6.738677024841309, 6.591395378112793, 6.388961315155029, 6.5253472328186035]",6.63
4ciw,4.82,"[7.2185959815979, 6.939238548278809, 6.874894142150879, 6.971883773803711, 6.9910407066345215, 6.9834303855896, 7.2182817459106445, 7.153858184814453, 7.157130241394043, 7.134252071380615]",7.06
4dld,5.82,"[6.10638952255249, 6.2186055183410645, 6.0830912590026855, 5.915470600128174, 6.466409206390381, 6.746777534484863, 6.077690601348877, 6.210902690887451, 6.195855140686035, 7.065515518188477]",6.31
4f2w,11.3,"[7.7838544845581055, 7.714507579803467, 7.764693260192871, 7.808029651641846, 7.690879821777344, 7.7539825439453125, 7.7446393966674805, 7.740002632141113, 7.798766136169434, 7.781119346618652]",7.76
4f3c,11.82,"[7.787638187408447, 7.834458351135254, 7.830494403839111, 7.7991766929626465, 7.725426197052002, 7.762688159942627, 7.84739351272583, 7.8403449058532715, 7.77126932144165, 7.803806781768799]",7.8
4gid,10.77,"[7.883955955505371, 7.9008564949035645, 7.896993637084961, 7.895298957824707, 7.862034797668457, 7.863316059112549, 7.811290740966797, 7.858023166656494, 7.88245153427124, 7.89652681350708]",7.88
4j28,5.7,"[6.15664005279541, 6.254563331604004, 6.282628059387207, 6.193247318267822, 6.398067951202393, 6.436215400695801, 6.175606727600098, 6.594882011413574, 6.172402381896973, 6.509917736053467]",6.32
4jfs,5.27,"[6.950922966003418, 7.048275470733643, 6.604687213897705, 6.904393672943115, 7.129461288452148, 7.023266315460205, 6.754472255706787, 6.762808799743652, 6.623367786407471, 6.686647415161133]",6.85
4jxs,4.74,"[6.467672824859619, 6.549581050872803, 6.686738967895508, 6.079037189483643, 6.235440254211426, 6.357580184936523, 6.280956745147705, 6.28159236907959, 6.385565757751465, 6.100189685821533]",6.34
4k18,8.96,"[7.529103755950928, 7.323965072631836, 7.67453670501709, 7.545937538146973, 7.516597747802734, 7.476202011108398, 7.613748073577881, 7.463119983673096, 7.646821022033691, 7.581007480621338]",7.54
4kz6,3.1,"[5.578500747680664, 5.637442588806152, 5.7833170890808105, 5.312125205993652, 5.558557033538818, 5.4546685218811035, 5.771083831787109, 5.597459316253662, 5.638092994689941, 5.602281093597412]",5.59
