pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.1723246574401855, 5.0293755531311035, 5.208618640899658, 5.41889762878418, 5.142313480377197, 5.1750102043151855, 5.128321170806885, 5.4964823722839355, 5.4497599601745605, 5.133274078369141]",5.24
1qkt,9.04,"[7.5125837326049805, 7.554741859436035, 7.55750846862793, 7.533898830413818, 7.487485885620117, 7.497396469116211, 7.573282241821289, 7.556856632232666, 7.549591541290283, 7.536607265472412]",7.54
1syi,5.44,"[5.924904823303223, 5.951037406921387, 5.968184471130371, 5.936130523681641, 5.925943851470947, 6.114213466644287, 5.989492893218994, 6.318256855010986, 6.290282726287842, 6.013709545135498]",6.04
1y6r,10.11,"[7.554308891296387, 7.34128999710083, 7.393502712249756, 7.488620281219482, 7.4959611892700195, 7.415939807891846, 7.520261764526367, 7.4699931144714355, 7.46237850189209, 7.460230827331543]",7.46
1yc1,6.17,"[7.437167167663574, 7.457576274871826, 7.451234340667725, 7.514376163482666, 7.533185005187988, 7.460931777954102, 7.456000804901123, 7.493267059326172, 7.447900295257568, 7.4329304695129395]",7.47
2v00,3.66,"[5.033162593841553, 4.919312953948975, 5.008249282836914, 4.871387004852295, 4.97556734085083, 5.0960469245910645, 4.798491477966309, 4.797308921813965, 4.843349933624268, 4.7582573890686035]",4.91
2vw5,8.52,"[7.575298309326172, 7.5897722244262695, 7.584223747253418, 7.571651458740234, 7.623546600341797, 7.597154140472412, 7.591770172119141, 7.5802531242370605, 7.597398281097412, 7.578266143798828]",7.59
2wer,7.05,"[7.19251012802124, 7.169994831085205, 7.15818452835083, 7.226315021514893, 7.118067741394043, 7.19186544418335, 7.150238990783691, 7.168517589569092, 7.1797285079956055, 7.134146690368652]",7.17
2wnc,6.32,"[7.0320210456848145, 6.996948719024658, 6.945921421051025, 7.066647529602051, 6.958926200866699, 7.012650012969971, 7.033380508422852, 6.8554582595825195, 7.012449264526367, 6.953429222106934]",6.99
2wvt,6.12,"[5.922329425811768, 5.850113391876221, 6.066734313964844, 5.967008113861084, 6.129191875457764, 5.758145809173584, 5.910778999328613, 5.873883247375488, 6.027196884155273, 5.752688407897949]",5.93
2x00,11.33,"[7.657473564147949, 7.6048502922058105, 7.664323329925537, 7.658998966217041, 7.660195350646973, 7.64530611038208, 7.621951103210449, 7.618804931640625, 7.612554550170898, 7.6482391357421875]",7.64
2xb8,7.59,"[7.2997517585754395, 7.089428901672363, 7.155524730682373, 7.0068230628967285, 7.100742816925049, 7.185497283935547, 7.148101329803467, 7.213090419769287, 7.209445476531982, 7.162234783172607]",7.16
2xdl,3.1,"[6.194200038909912, 5.871322154998779, 6.148569583892822, 5.93839693069458, 6.258919715881348, 6.256223678588867, 5.964331150054932, 6.191737651824951, 6.2041215896606445, 6.124613285064697]",6.12
2xii,7.2,"[7.276209354400635, 7.2375407218933105, 7.285020351409912, 7.249086380004883, 7.335351467132568, 7.345692157745361, 7.260948181152344, 7.265143871307373, 7.279119968414307, 7.33986759185791]",7.29
2yki,9.46,"[7.705830097198486, 7.704052925109863, 7.7034807205200195, 7.710808277130127, 7.704810619354248, 7.7038068771362305, 7.702473163604736, 7.715481281280518, 7.674814701080322, 7.700709342956543]",7.7
2ymd,3.16,"[6.179393768310547, 6.370264053344727, 6.46880578994751, 6.384827136993408, 6.321366310119629, 6.508224964141846, 6.500920295715332, 6.517070770263672, 6.465248107910156, 6.572836399078369]",6.43
3aru,3.22,"[5.241364002227783, 5.037936210632324, 5.277857780456543, 5.228488922119141, 5.118742942810059, 5.065979957580566, 5.263674259185791, 5.127185344696045, 5.187784671783447, 5.191887855529785]",5.17
3ary,6.0,"[5.299198627471924, 5.093424320220947, 5.061716079711914, 5.323606967926025, 5.517338275909424, 5.114263534545898, 5.2164835929870605, 5.2324676513671875, 5.0922017097473145, 5.255431652069092]",5.22
3b27,5.16,"[6.874913215637207, 6.865260124206543, 6.946464538574219, 6.808429718017578, 6.815258979797363, 6.761029243469238, 6.826201915740967, 6.685020446777344, 6.871965408325195, 6.804511547088623]",6.83
3b5r,8.77,"[7.714602947235107, 7.705948352813721, 7.719388008117676, 7.716404914855957, 7.719675064086914, 7.71331262588501, 7.723602294921875, 7.71490478515625, 7.719923496246338, 7.7198166847229]",7.72
3b65,9.27,"[7.63806676864624, 7.623663902282715, 7.596816539764404, 7.595780372619629, 7.590659141540527, 7.610015392303467, 7.674447536468506, 7.612795352935791, 7.598328113555908, 7.607958793640137]",7.61
3b68,8.4,"[7.728657245635986, 7.717742919921875, 7.717439651489258, 7.711300373077393, 7.712191104888916, 7.713850021362305, 7.71739387512207, 7.71823787689209, 7.715024948120117, 7.739522457122803]",7.72
3d4z,4.89,"[5.425543785095215, 5.331431865692139, 5.369534969329834, 5.3092474937438965, 5.5613627433776855, 5.270133018493652, 5.368131637573242, 5.282852649688721, 5.253404140472412, 5.276446342468262]",5.34
3d6q,3.76,"[5.0759077072143555, 5.039651870727539, 4.897030353546143, 4.933226585388184, 4.968747138977051, 4.878127098083496, 4.9602789878845215, 4.940664291381836, 4.899255752563477, 5.090490818023682]",4.97
3dx1,3.58,"[4.7574663162231445, 4.807281017303467, 4.87441349029541, 4.864713668823242, 4.897247791290283, 4.789869785308838, 4.757479190826416, 4.828823089599609, 4.724142074584961, 4.756245136260986]",4.81
3dx2,6.82,"[5.369635581970215, 5.323389053344727, 5.456864833831787, 5.33947229385376, 5.361865997314453, 5.181650161743164, 5.412141799926758, 5.281561374664307, 5.225982189178467, 5.232504367828369]",5.32
3dxg,2.4,"[4.919114589691162, 4.720533847808838, 4.749404430389404, 4.873374938964844, 4.915960788726807, 4.87399435043335, 4.840523719787598, 4.798468112945557, 4.720073699951172, 4.843373775482178]",4.83
3ehy,5.85,"[6.0362043380737305, 6.128094673156738, 5.963269233703613, 5.983826160430908, 5.88840913772583, 5.716235160827637, 6.032536029815674, 5.965097904205322, 5.678433418273926, 6.070400714874268]",5.95
3ejr,8.57,"[7.048333168029785, 6.999027729034424, 7.07097864151001, 7.0225396156311035, 6.949710845947266, 7.050013065338135, 7.070955276489258, 7.007490634918213, 6.95502233505249, 6.979883193969727]",7.02
3fcq,2.77,"[6.061802387237549, 6.051077365875244, 5.9531636238098145, 5.9864888191223145, 5.80826997756958, 6.007270812988281, 5.949312210083008, 6.042917728424072, 6.039167881011963, 5.968374729156494]",5.99
3g0w,9.52,"[7.693141460418701, 7.718095302581787, 7.688387393951416, 7.693915843963623, 7.706132411956787, 7.71065616607666, 7.699775218963623, 7.693843841552734, 7.679098606109619, 7.691185474395752]",7.7
3gbb,6.9,"[5.675134181976318, 5.938602447509766, 5.976988792419434, 5.78138542175293, 5.961374759674072, 5.984916687011719, 6.1661458015441895, 5.796415328979492, 6.114297389984131, 5.658884525299072]",5.91
3gr2,2.52,"[4.648159980773926, 4.6603169441223145, 4.627497673034668, 4.537323951721191, 4.581542015075684, 4.676681041717529, 4.646681785583496, 4.707273960113525, 4.736291408538818, 4.725857257843018]",4.65
3gv9,2.12,"[4.922423362731934, 5.002888202667236, 4.89145565032959, 5.021188259124756, 5.040563583374023, 4.981842041015625, 5.032131195068359, 5.114495277404785, 4.9263505935668945, 5.123167514801025]",5.01
3jya,6.89,"[7.219106197357178, 7.215782165527344, 7.17450475692749, 7.2035813331604, 7.153822898864746, 7.114192962646484, 7.156440258026123, 7.273008823394775, 7.13182258605957, 7.2144060134887695]",7.19
3lka,2.82,"[5.381859302520752, 5.184142112731934, 5.34853982925415, 5.421529769897461, 5.3971848487854, 5.3961710929870605, 5.198651313781738, 5.304068088531494, 5.2178730964660645, 5.315417289733887]",5.32
3n76,6.85,"[6.928353309631348, 6.723547458648682, 6.7791948318481445, 6.708740234375, 6.830448627471924, 6.762943744659424, 6.862762928009033, 6.902640342712402, 6.82193660736084, 6.9421820640563965]",6.83
3n86,5.64,"[6.992704391479492, 6.853107452392578, 6.867588996887207, 6.954649448394775, 6.912030220031738, 6.984917163848877, 6.6571807861328125, 6.891870498657227, 6.951577663421631, 6.89178991317749]",6.9
3nq9,4.03,"[5.0746259689331055, 4.966362476348877, 5.090939044952393, 5.00954008102417, 5.115754127502441, 4.918134689331055, 5.080410480499268, 5.073138236999512, 5.030970573425293, 5.181734085083008]",5.05
3nx7,8.1,"[6.380335330963135, 6.264598369598389, 5.917757511138916, 5.839498996734619, 5.848715782165527, 6.063233375549316, 5.824601173400879, 5.943328857421875, 5.95724630355835, 6.152562141418457]",6.02
3o9i,11.82,"[7.736114501953125, 7.743624210357666, 7.724617004394531, 7.7355265617370605, 7.775097846984863, 7.725099086761475, 7.741904258728027, 7.733247756958008, 7.739436626434326, 7.730586051940918]",7.74
3ozs,5.33,"[7.082895278930664, 6.831912517547607, 7.153486251831055, 6.83428430557251, 6.9422502517700195, 6.750524520874023, 7.120593070983887, 6.9183030128479, 7.104536056518555, 7.17899227142334]",6.99
3ozt,4.13,"[6.940078258514404, 6.824435710906982, 6.894773483276367, 6.87259578704834, 6.735999584197998, 6.708878517150879, 6.893794059753418, 6.803257942199707, 6.78993034362793, 6.6784467697143555]",6.81
3p5o,7.26,"[7.485447406768799, 7.40458869934082, 7.39246129989624, 7.4696879386901855, 7.395706653594971, 7.4051737785339355, 7.398873805999756, 7.367001056671143, 7.467624664306641, 7.413459300994873]",7.42
3prs,7.82,"[7.599567413330078, 7.463795185089111, 7.611490726470947, 7.592884540557861, 7.578741073608398, 7.430720806121826, 7.322901248931885, 7.48069429397583, 7.5683512687683105, 7.578618049621582]",7.52
3pww,7.32,"[7.529783725738525, 7.553417205810547, 7.566926956176758, 7.564564228057861, 7.477808952331543, 7.482174396514893, 7.544882297515869, 7.542503833770752, 7.497603416442871, 7.551235198974609]",7.53
3qqs,5.82,"[6.411637783050537, 6.435295104980469, 6.3079047203063965, 6.165911674499512, 6.273843765258789, 6.390476226806641, 6.048551559448242, 6.221073627471924, 6.097193241119385, 6.142369747161865]",6.25
3rlr,7.52,"[7.442978382110596, 7.508251667022705, 7.463316917419434, 7.505712509155273, 7.484313488006592, 7.456779956817627, 7.515900135040283, 7.4762420654296875, 7.450100898742676, 7.435678958892822]",7.47
3tsk,7.17,"[7.49654483795166, 7.50085973739624, 7.499862194061279, 7.521592617034912, 7.503807067871094, 7.505821704864502, 7.465754985809326, 7.4715681076049805, 7.4696245193481445, 7.49339485168457]",7.49
3twp,3.92,"[4.586941719055176, 4.57110595703125, 4.631484031677246, 4.514599800109863, 4.517510414123535, 4.642481327056885, 4.515656471252441, 4.633419990539551, 4.633130073547363, 4.724837303161621]",4.6
